"Клиент","Дата","Критерий","Парам. №1","Парам. №2","Переходы (%)","Показы (%)"
"Rusfic_Alphavit_WM_pp","2021-02-06","age","24-27","",2.7,3.4
"Rusfic_Alphavit_WM_pp","2021-02-06","age","27-30","",5.4,3.7
"Rusfic_Alphavit_WM_pp","2021-02-06","age","30-35","",35.1,37
"Rusfic_Alphavit_WM_pp","2021-02-06","age","35-45","",51.3,45.6
"Rusfic_Alphavit_WM_pp","2021-02-06","age","45+","",1.3,7.3
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Москва","",10.8,14.2
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Санкт-Петербург","",20.2,13.9
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Челябинск","",1.3,3.7
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Самара","",5.4,3.6
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Новосибирск","",5.4,2.9
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Уфа","",4,2.9
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Воронеж","",2.7,2.8
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Красноярск","",1.3,2
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Тольятти","",1.3,1.6
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Омск","",2.7,1.5
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Чебоксары","",1.3,1.5
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Ростов-на-Дону","",2.7,1.4
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Белгород","",1.3,1.1
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Петрозаводск","",2.7,1.1
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Тула","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Тюмень","",4,0.9
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Тамбов","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Иркутск","",1.3,0.6
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Казань","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-06","cities","Краснодар","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-06","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-06","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-06","gender_age","Ж","1-18",2.7,0.2
"Rusfic_Alphavit_WM_pp","2021-02-06","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-06","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-06","gender_age","Ж","24-27",2.7,3.4
"Rusfic_Alphavit_WM_pp","2021-02-06","gender_age","Ж","27-30",5.4,3.7
"Rusfic_Alphavit_WM_pp","2021-02-06","gender_age","Ж","30-35",35.1,36.9
"Rusfic_Alphavit_WM_pp","2021-02-06","gender_age","Ж","35-45",51.3,45.6
"Rusfic_Alphavit_WM_pp","2021-02-06","gender_age","Ж","45+",1.3,7.3
"Rusfic_Alphavit_WM_pp","2021-02-07","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-07","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-07","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-07","age","24-27","",5.1,3
"Rusfic_Alphavit_WM_pp","2021-02-07","age","27-30","",2.5,3.6
"Rusfic_Alphavit_WM_pp","2021-02-07","age","30-35","",37.1,36.6
"Rusfic_Alphavit_WM_pp","2021-02-07","age","35-45","",46.1,45.9
"Rusfic_Alphavit_WM_pp","2021-02-07","age","45+","",3.8,7.6
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Москва","",5.1,14.2
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Санкт-Петербург","",16.6,13.8
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Челябинск","",5.1,4.1
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Самара","",6.4,3.8
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Новосибирск","",1.2,3.4
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Уфа","",5.1,2.9
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Воронеж","",1.2,2.8
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Красноярск","",0,2
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Тольятти","",2.5,1.8
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Ростов-на-Дону","",1.2,1.6
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Чебоксары","",1.2,1.5
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Омск","",5.1,1.5
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Белгород","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Тула","",1.2,1.1
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Тюмень","",5.1,1
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Петрозаводск","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Тамбов","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Иркутск","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Екатеринбург","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-07","cities","Краснодар","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-07","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-07","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-07","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-07","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-07","gender_age","Ж","24-27",5.1,3
"Rusfic_Alphavit_WM_pp","2021-02-07","gender_age","Ж","27-30",2.5,3.6
"Rusfic_Alphavit_WM_pp","2021-02-07","gender_age","Ж","30-35",37.1,36.6
"Rusfic_Alphavit_WM_pp","2021-02-07","gender_age","Ж","35-45",46.1,45.9
"Rusfic_Alphavit_WM_pp","2021-02-07","gender_age","Ж","45+",3.8,7.6
"Rusfic_Alphavit_WM_pp","2021-02-08","age","1-18","",1.4,0.2
"Rusfic_Alphavit_WM_pp","2021-02-08","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-08","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-08","age","24-27","",1.4,3
"Rusfic_Alphavit_WM_pp","2021-02-08","age","27-30","",2.9,3.7
"Rusfic_Alphavit_WM_pp","2021-02-08","age","30-35","",35.2,33.9
"Rusfic_Alphavit_WM_pp","2021-02-08","age","35-45","",48.5,49
"Rusfic_Alphavit_WM_pp","2021-02-08","age","45+","",8.8,7.1
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Санкт-Петербург","",14.7,11.4
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Москва","",14.7,10.2
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Челябинск","",7.3,4.5
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Уфа","",2.9,3.8
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Самара","",0,3.5
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Воронеж","",4.4,2.7
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Новосибирск","",1.4,2.6
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Тольятти","",1.4,2
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Белгород","",0,1.7
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Чебоксары","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Петрозаводск","",2.9,1.5
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Ростов-на-Дону","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Красноярск","",1.4,1.3
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Тула","",1.4,1.3
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Омск","",2.9,1.2
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Тамбов","",1.4,1.1
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Магнитогорск","",2.9,0.7
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Екатеринбург","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Тюмень","",2.9,0.6
"Rusfic_Alphavit_WM_pp","2021-02-08","cities","Старый Оскол","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-08","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-08","gender_age","Ж","1-18",1.4,0.2
"Rusfic_Alphavit_WM_pp","2021-02-08","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-08","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-08","gender_age","Ж","24-27",1.4,3
"Rusfic_Alphavit_WM_pp","2021-02-08","gender_age","Ж","27-30",2.9,3.7
"Rusfic_Alphavit_WM_pp","2021-02-08","gender_age","Ж","30-35",35.2,33.9
"Rusfic_Alphavit_WM_pp","2021-02-08","gender_age","Ж","35-45",48.5,49
"Rusfic_Alphavit_WM_pp","2021-02-08","gender_age","Ж","45+",8.8,7.1
"Rusfic_Alphavit_WM_pp","2021-02-09","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-09","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-09","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-09","age","24-27","",1.5,1.8
"Rusfic_Alphavit_WM_pp","2021-02-09","age","27-30","",3.1,2.2
"Rusfic_Alphavit_WM_pp","2021-02-09","age","30-35","",34.9,35.4
"Rusfic_Alphavit_WM_pp","2021-02-09","age","35-45","",46,51.7
"Rusfic_Alphavit_WM_pp","2021-02-09","age","45+","",7.9,5.8
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Санкт-Петербург","",6.3,11.7
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Москва","",11.1,10.7
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Челябинск","",7.9,5.4
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Уфа","",3.1,4.2
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Новосибирск","",3.1,3.4
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Самара","",6.3,3.2
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Воронеж","",3.1,3
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Красноярск","",0,1.8
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Белгород","",4.7,1.7
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Омск","",6.3,1.7
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Тольятти","",4.7,1.7
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Ростов-на-Дону","",3.1,1.5
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Петрозаводск","",1.5,1.4
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Тула","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Тамбов","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Чебоксары","",1.5,1
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Тюмень","",3.1,1
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Иркутск","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Магнитогорск","",1.5,0.5
"Rusfic_Alphavit_WM_pp","2021-02-09","cities","Новокузнецк","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-02-09","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-09","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-09","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-09","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-09","gender_age","Ж","24-27",1.5,1.8
"Rusfic_Alphavit_WM_pp","2021-02-09","gender_age","Ж","27-30",3.1,2.2
"Rusfic_Alphavit_WM_pp","2021-02-09","gender_age","Ж","30-35",34.9,35.4
"Rusfic_Alphavit_WM_pp","2021-02-09","gender_age","Ж","35-45",46,51.7
"Rusfic_Alphavit_WM_pp","2021-02-09","gender_age","Ж","45+",7.9,5.8
"Rusfic_Alphavit_WM_pp","2021-02-10","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-10","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-10","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-10","age","24-27","",1.3,1.5
"Rusfic_Alphavit_WM_pp","2021-02-10","age","27-30","",0,1.9
"Rusfic_Alphavit_WM_pp","2021-02-10","age","30-35","",36.4,38.4
"Rusfic_Alphavit_WM_pp","2021-02-10","age","35-45","",54.9,50.7
"Rusfic_Alphavit_WM_pp","2021-02-10","age","45+","",6.6,4.5
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Санкт-Петербург","",12.5,13.8
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Москва","",11.2,13.3
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Челябинск","",8.6,5.5
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Уфа","",5.9,4
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Самара","",7.2,3.4
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Новосибирск","",1.9,3.4
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Воронеж","",2.6,3
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Красноярск","",1.3,2.2
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Омск","",0.6,2.1
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Тольятти","",1.9,2
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Ростов-на-Дону","",1.3,1.5
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Белгород","",1.9,1.5
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Чебоксары","",1.9,1.3
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Тюмень","",1.3,1.3
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Петрозаводск","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Магнитогорск","",1.9,1.2
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Тула","",2.6,1.1
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Тамбов","",1.3,0.8
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Иркутск","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-02-10","cities","Старый Оскол","",1.3,0.5
"Rusfic_Alphavit_WM_pp","2021-02-10","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-10","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-10","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-10","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-10","gender_age","Ж","24-27",1.3,1.5
"Rusfic_Alphavit_WM_pp","2021-02-10","gender_age","Ж","27-30",0,1.9
"Rusfic_Alphavit_WM_pp","2021-02-10","gender_age","Ж","30-35",36.4,38.4
"Rusfic_Alphavit_WM_pp","2021-02-10","gender_age","Ж","35-45",54.9,50.7
"Rusfic_Alphavit_WM_pp","2021-02-10","gender_age","Ж","45+",6.6,4.5
"Rusfic_Alphavit_WM_pp","2021-02-11","age","1-18","",0.7,0.2
"Rusfic_Alphavit_WM_pp","2021-02-11","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-11","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-11","age","24-27","",2.2,1.5
"Rusfic_Alphavit_WM_pp","2021-02-11","age","27-30","",2.2,1.8
"Rusfic_Alphavit_WM_pp","2021-02-11","age","30-35","",32.3,39.3
"Rusfic_Alphavit_WM_pp","2021-02-11","age","35-45","",54.1,50.1
"Rusfic_Alphavit_WM_pp","2021-02-11","age","45+","",4.5,4.1
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Москва","",13.5,15
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Санкт-Петербург","",10.5,13.6
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Челябинск","",4.5,5.1
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Самара","",2.2,4
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Уфа","",2.2,3.8
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Новосибирск","",3.7,3.1
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Воронеж","",3.7,3
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Красноярск","",4.5,2.2
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Омск","",2.2,1.9
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Тольятти","",1.5,1.7
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Ростов-на-Дону","",0.7,1.7
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Белгород","",1.5,1.5
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Чебоксары","",0.7,1.5
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Тюмень","",1.5,1.4
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Магнитогорск","",0.7,1.4
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Тула","",2.2,1.3
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Петрозаводск","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Тамбов","",1.5,0.9
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Иркутск","",2.2,0.6
"Rusfic_Alphavit_WM_pp","2021-02-11","cities","Старый Оскол","",1.5,0.5
"Rusfic_Alphavit_WM_pp","2021-02-11","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-11","gender_age","Ж","1-18",0.7,0.2
"Rusfic_Alphavit_WM_pp","2021-02-11","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-11","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-11","gender_age","Ж","24-27",2.2,1.5
"Rusfic_Alphavit_WM_pp","2021-02-11","gender_age","Ж","27-30",2.2,1.8
"Rusfic_Alphavit_WM_pp","2021-02-11","gender_age","Ж","30-35",32.3,39.3
"Rusfic_Alphavit_WM_pp","2021-02-11","gender_age","Ж","35-45",54.1,50.1
"Rusfic_Alphavit_WM_pp","2021-02-11","gender_age","Ж","45+",4.5,4.1
"Rusfic_Alphavit_WM_pp","2021-02-12","age","1-18","",1,0.2
"Rusfic_Alphavit_WM_pp","2021-02-12","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-12","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-12","age","24-27","",4.3,2.3
"Rusfic_Alphavit_WM_pp","2021-02-12","age","27-30","",1,2.9
"Rusfic_Alphavit_WM_pp","2021-02-12","age","30-35","",32.2,36.4
"Rusfic_Alphavit_WM_pp","2021-02-12","age","35-45","",53.7,49
"Rusfic_Alphavit_WM_pp","2021-02-12","age","45+","",3.2,6
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Москва","",17.2,14.2
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Санкт-Петербург","",10.7,12.8
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Челябинск","",2.1,4.2
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Самара","",2.1,3.5
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Уфа","",4.3,3.4
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Новосибирск","",5.3,3.3
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Воронеж","",1,2.8
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Красноярск","",2.1,2
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Омск","",1,1.8
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Тольятти","",3.2,1.8
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Ростов-на-Дону","",1,1.6
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Чебоксары","",3.2,1.5
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Белгород","",1,1.4
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Тула","",3.2,1.2
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Магнитогорск","",3.2,1
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Петрозаводск","",2.1,1
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Тамбов","",1,0.9
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Тюмень","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Иркутск","",1,0.8
"Rusfic_Alphavit_WM_pp","2021-02-12","cities","Новокузнецк","",2.1,0.6
"Rusfic_Alphavit_WM_pp","2021-02-12","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-12","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-12","gender_age","Ж","1-18",1,0.2
"Rusfic_Alphavit_WM_pp","2021-02-12","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-12","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-12","gender_age","Ж","24-27",4.3,2.3
"Rusfic_Alphavit_WM_pp","2021-02-12","gender_age","Ж","27-30",1,2.9
"Rusfic_Alphavit_WM_pp","2021-02-12","gender_age","Ж","30-35",32.2,36.4
"Rusfic_Alphavit_WM_pp","2021-02-12","gender_age","Ж","35-45",53.7,49
"Rusfic_Alphavit_WM_pp","2021-02-12","gender_age","Ж","45+",3.2,6
"Rusfic_Alphavit_WM_pp","2021-02-13","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-13","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-13","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-13","age","24-27","",0,2.9
"Rusfic_Alphavit_WM_pp","2021-02-13","age","27-30","",3.7,3.6
"Rusfic_Alphavit_WM_pp","2021-02-13","age","30-35","",37,34.8
"Rusfic_Alphavit_WM_pp","2021-02-13","age","35-45","",50,47.3
"Rusfic_Alphavit_WM_pp","2021-02-13","age","45+","",9.2,8
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Москва","",9.2,12.8
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Санкт-Петербург","",7.4,11.3
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Челябинск","",5.5,3.8
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Новосибирск","",3.7,3.6
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Уфа","",3.7,3.3
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Самара","",5.5,3.3
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Воронеж","",1.8,2.4
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Красноярск","",0,2.1
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Омск","",1.8,1.9
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Ростов-на-Дону","",3.7,1.7
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Тольятти","",7.4,1.6
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Тюмень","",1.8,1.5
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Чебоксары","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Белгород","",1.8,1.3
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Тула","",1.8,1.2
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Магнитогорск","",3.7,1.2
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Петрозаводск","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Тамбов","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Иркутск","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-02-13","cities","Новокузнецк","",1.8,0.7
"Rusfic_Alphavit_WM_pp","2021-02-13","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-13","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-13","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-13","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-13","gender_age","Ж","24-27",0,2.9
"Rusfic_Alphavit_WM_pp","2021-02-13","gender_age","Ж","27-30",3.7,3.6
"Rusfic_Alphavit_WM_pp","2021-02-13","gender_age","Ж","30-35",37,34.8
"Rusfic_Alphavit_WM_pp","2021-02-13","gender_age","Ж","35-45",50,47.3
"Rusfic_Alphavit_WM_pp","2021-02-13","gender_age","Ж","45+",9.2,8
"Rusfic_Alphavit_WM_pp","2021-02-14","age","1-18","",0,0.3
"Rusfic_Alphavit_WM_pp","2021-02-14","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-14","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-14","age","24-27","",3.2,3.7
"Rusfic_Alphavit_WM_pp","2021-02-14","age","27-30","",3.2,4.9
"Rusfic_Alphavit_WM_pp","2021-02-14","age","30-35","",32.2,31.9
"Rusfic_Alphavit_WM_pp","2021-02-14","age","35-45","",48.3,44.8
"Rusfic_Alphavit_WM_pp","2021-02-14","age","45+","",9.6,11.1
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Москва","",3.2,13.1
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Санкт-Петербург","",9.6,12.4
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Челябинск","",12.9,3.2
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Самара","",3.2,2.9
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Уфа","",6.4,2.7
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Новосибирск","",6.4,2.2
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Воронеж","",3.2,2.1
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Ростов-на-Дону","",3.2,1.6
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Тольятти","",3.2,1.5
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Красноярск","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Тула","",3.2,1.2
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Чебоксары","",3.2,1.2
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Белгород","",6.4,1.2
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Омск","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Казань","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Тамбов","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Петрозаводск","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Краснодар","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Тюмень","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-02-14","cities","Магнитогорск","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-14","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-14","gender","М","",0,0
